modell,eset,futas_par,spearman,top5_atfedes,top1_egyezes
logreg,261,1-2,0.6175438596491227,0.8,1
logreg,281,0-1,0.787719298245614,0.8,1
logreg,281,0-2,0.8105263157894737,0.8,1
logreg,281,1-2,0.8052631578947368,1.0,1
logreg,289,0-1,0.8684210526315789,1.0,1
logreg,289,0-2,0.9,1.0,1
logreg,289,1-2,0.7894736842105263,1.0,1
logreg,291,0-1,0.8228070175438595,0.8,1
logreg,291,0-2,0.8298245614035088,0.8,1
logreg,291,1-2,0.8298245614035088,0.8,1
logreg,311,0-1,0.8508771929824561,0.8,1
logreg,311,0-2,0.9122807017543859,0.8,1
logreg,311,1-2,0.8122807017543859,0.8,1
logreg,316,0-1,0.7684210526315789,0.8,1
logreg,316,0-2,0.863157894736842,1.0,1
logreg,316,1-2,0.856140350877193,0.8,1
logreg,325,0-1,0.6350877192982456,1.0,1
logreg,325,0-2,0.7912280701754386,1.0,1
logreg,325,1-2,0.7385964912280703,1.0,1
logreg,332,0-1,0.743859649122807,0.8,1
logreg,332,0-2,0.9087719298245613,1.0,1
logreg,332,1-2,0.6684210526315789,0.8,1
logreg,344,0-1,0.7385964912280703,1.0,1
logreg,344,0-2,0.7894736842105263,1.0,1
logreg,344,1-2,0.6438596491228071,1.0,1
logreg,364,0-1,0.7771929824561404,0.8,1
logreg,364,0-2,0.7157894736842104,0.8,1
logreg,364,1-2,0.8,0.8,1
logreg,372,0-1,0.9157894736842105,1.0,1
logreg,372,0-2,0.7859649122807018,1.0,1
logreg,372,1-2,0.7508771929824561,1.0,1
logreg,375,0-1,0.7315789473684211,0.8,1
logreg,375,0-2,0.6298245614035087,1.0,1
logreg,375,1-2,0.8263157894736841,0.8,1
logreg,381,0-1,0.6789473684210526,0.6,1
logreg,381,0-2,0.763157894736842,0.8,1
logreg,381,1-2,0.8,0.6,1
logreg,398,0-1,0.7964912280701755,0.6,0
logreg,398,0-2,0.5614035087719299,0.6,0
logreg,398,1-2,0.47017543859649114,0.6,1
logreg,403,0-1,0.943859649122807,0.8,1
logreg,403,0-2,0.943859649122807,0.8,1
logreg,403,1-2,0.9491228070175438,1.0,1
logreg,407,0-1,0.9631578947368421,0.8,1
logreg,407,0-2,0.9052631578947368,0.8,1
logreg,407,1-2,0.9421052631578948,0.8,1
logreg,414,0-1,0.7315789473684211,1.0,0
logreg,414,0-2,0.7982456140350876,1.0,0
logreg,414,1-2,0.6526315789473683,1.0,1
