modell,modszer,zajszint,ismetles,eset,spearman,top5_atfedes,top1_egyezes
logreg,lime,0.05,1,1259,0.7736842105263159,0.8,1
logreg,lime,0.05,1,1299,0.8087719298245614,0.8,0
logreg,lime,0.05,1,1300,0.8614035087719297,0.8,1
logreg,lime,0.05,1,1309,0.8842105263157896,0.8,0
logreg,lime,0.05,1,1314,0.6824561403508772,0.8,0
logreg,lime,0.05,1,1316,0.9263157894736841,0.8,1
logreg,lime,0.05,1,1322,0.8736842105263157,1.0,1
logreg,lime,0.05,1,1339,0.9087719298245613,0.6,1
logreg,lime,0.05,1,1340,0.8736842105263157,1.0,1
logreg,lime,0.05,1,1343,0.819298245614035,0.8,0
logreg,lime,0.05,1,1344,0.8912280701754386,1.0,1
logreg,lime,0.05,1,1348,0.3140350877192983,0.6,1
logreg,lime,0.05,1,1351,0.8649122807017543,0.8,1
logreg,lime,0.05,1,1354,0.8456140350877193,0.8,1
logreg,lime,0.05,1,1360,0.9473684210526316,0.8,0
logreg,lime,0.05,1,1368,0.4859649122807017,0.8,0
logreg,lime,0.05,1,1379,0.719298245614035,1.0,1
logreg,lime,0.05,1,1383,0.8017543859649122,0.8,0
logreg,lime,0.05,1,1389,0.8526315789473684,0.8,1
logreg,lime,0.05,1,1392,0.8596491228070176,0.8,1
logreg,lime,0.05,1,1395,0.7771929824561404,0.8,1
logreg,lime,0.05,2,9,0.8017543859649122,0.8,1
logreg,lime,0.05,2,31,0.5894736842105263,0.8,1
logreg,lime,0.05,2,41,0.787719298245614,0.8,0
logreg,lime,0.05,2,46,0.8614035087719297,0.8,0
logreg,lime,0.05,2,49,0.8508771929824561,0.8,1
logreg,lime,0.05,2,55,0.8894736842105263,1.0,1
logreg,lime,0.05,2,79,0.8929824561403509,1.0,1
logreg,lime,0.05,2,84,0.9105263157894736,0.8,1
logreg,lime,0.05,2,97,0.8754385964912281,0.8,1
logreg,lime,0.05,2,104,0.6912280701754386,0.8,1
logreg,lime,0.05,2,105,0.856140350877193,1.0,1
logreg,lime,0.05,2,107,0.943859649122807,1.0,1
logreg,lime,0.05,2,114,0.9,1.0,1
logreg,lime,0.05,2,121,0.8140350877192982,0.8,0
logreg,lime,0.05,2,122,0.8842105263157896,0.8,1
logreg,lime,0.05,2,123,0.7315789473684211,1.0,1
logreg,lime,0.05,2,125,0.8052631578947368,0.6,1
logreg,lime,0.05,2,146,0.8754385964912281,0.8,1
logreg,lime,0.05,2,151,0.8596491228070176,0.8,1
logreg,lime,0.05,2,156,0.8421052631578947,1.0,1
logreg,lime,0.05,2,165,0.887719298245614,1.0,1
logreg,lime,0.05,2,166,0.9105263157894736,0.8,1
logreg,lime,0.05,2,171,0.863157894736842,1.0,1
logreg,lime,0.05,2,182,0.6035087719298246,0.8,1
logreg,lime,0.05,2,184,0.8070175438596491,1.0,1
logreg,lime,0.05,2,194,0.8140350877192982,0.6,1
logreg,lime,0.05,2,205,0.7929824561403509,0.8,0
logreg,lime,0.05,2,206,0.4859649122807017,0.8,1
logreg,lime,0.05,2,211,0.9105263157894736,1.0,1
logreg,lime,0.05,2,223,0.9210526315789472,0.8,0
logreg,lime,0.05,2,224,0.6491228070175438,0.8,1
logreg,lime,0.05,2,229,0.9368421052631579,0.8,1
logreg,lime,0.05,2,231,0.7421052631578948,0.6,1
logreg,lime,0.05,2,241,0.9070175438596491,0.8,1
logreg,lime,0.05,2,244,0.8754385964912281,0.8,1
logreg,lime,0.05,2,261,0.49473684210526314,1.0,1
logreg,lime,0.05,2,281,0.7157894736842104,0.8,1
logreg,lime,0.05,2,289,0.8491228070175438,0.8,1
logreg,lime,0.05,2,291,0.8982456140350877,0.6,1
logreg,lime,0.05,2,311,0.9315789473684211,0.8,1
logreg,lime,0.05,2,316,0.819298245614035,0.8,1
logreg,lime,0.05,2,325,0.8894736842105263,0.8,1
logreg,lime,0.05,2,332,0.787719298245614,0.8,1
logreg,lime,0.05,2,344,0.7245614035087719,0.8,1
logreg,lime,0.05,2,364,0.6947368421052632,0.8,1
logreg,lime,0.05,2,372,0.8157894736842105,1.0,1
logreg,lime,0.05,2,375,0.6736842105263158,0.8,1
logreg,lime,0.05,2,381,0.856140350877193,0.8,1
logreg,lime,0.05,2,398,0.5175438596491229,0.8,1
logreg,lime,0.05,2,403,0.9719298245614034,0.8,1
logreg,lime,0.05,2,407,0.9087719298245613,0.8,1
logreg,lime,0.05,2,414,0.7894736842105263,1.0,1
logreg,lime,0.05,2,420,0.9228070175438597,0.8,1
logreg,lime,0.05,2,423,0.8649122807017543,1.0,1
logreg,lime,0.05,2,440,0.856140350877193,0.8,1
logreg,lime,0.05,2,442,0.8526315789473684,0.6,1
logreg,lime,0.05,2,454,0.5719298245614035,0.6,1
logreg,lime,0.05,2,457,0.8157894736842105,0.4,1
logreg,lime,0.05,2,459,0.8614035087719297,0.6,1
logreg,lime,0.05,2,464,0.9649122807017543,1.0,1
logreg,lime,0.05,2,467,0.9631578947368421,1.0,1
logreg,lime,0.05,2,471,0.8614035087719297,0.8,1
logreg,lime,0.05,2,475,0.6666666666666666,0.8,1
logreg,lime,0.05,2,480,0.8350877192982457,1.0,1
logreg,lime,0.05,2,495,0.9017543859649122,1.0,1
logreg,lime,0.05,2,503,0.83859649122807,0.8,1
logreg,lime,0.05,2,506,0.6964912280701754,1.0,0
logreg,lime,0.05,2,521,0.9543859649122807,0.8,1
logreg,lime,0.05,2,523,0.7771929824561404,0.8,0
logreg,lime,0.05,2,530,0.8929824561403509,0.8,1
logreg,lime,0.05,2,547,0.9473684210526316,0.8,1
logreg,lime,0.05,2,551,0.7666666666666666,1.0,1
logreg,lime,0.05,2,556,0.8052631578947368,0.8,1
logreg,lime,0.05,2,558,0.6912280701754386,0.8,1
logreg,lime,0.05,2,559,0.8614035087719297,0.8,1
logreg,lime,0.05,2,562,0.7771929824561404,0.8,1
logreg,lime,0.05,2,564,0.882456140350877,1.0,1
logreg,lime,0.05,2,572,0.9,0.8,1
logreg,lime,0.05,2,582,0.863157894736842,1.0,1
logreg,lime,0.05,2,587,0.6754385964912282,0.8,1
logreg,lime,0.05,2,590,0.8982456140350877,0.8,1
logreg,lime,0.05,2,591,0.8263157894736841,0.8,1
logreg,lime,0.05,2,598,0.7210526315789473,0.8,1
logreg,lime,0.05,2,605,0.7333333333333334,1.0,1
logreg,lime,0.05,2,609,0.5070175438596491,1.0,1
logreg,lime,0.05,2,613,0.8263157894736841,1.0,1
logreg,lime,0.05,2,619,0.5578947368421052,0.8,0
logreg,lime,0.05,2,620,0.8526315789473684,0.8,1
logreg,lime,0.05,2,626,0.882456140350877,0.8,1
logreg,lime,0.05,2,627,0.8035087719298245,1.0,1
logreg,lime,0.05,2,637,0.6666666666666666,1.0,1
logreg,lime,0.05,2,640,0.6947368421052632,0.8,1
logreg,lime,0.05,2,667,0.9,0.8,1
logreg,lime,0.05,2,673,0.9017543859649122,0.8,1
logreg,lime,0.05,2,687,0.7421052631578948,0.8,0
logreg,lime,0.05,2,688,0.7894736842105263,0.8,0
logreg,lime,0.05,2,689,0.9298245614035087,0.8,1
logreg,lime,0.05,2,690,0.7456140350877193,0.8,1
logreg,lime,0.05,2,693,0.9052631578947368,1.0,1
logreg,lime,0.05,2,724,0.5859649122807017,0.8,1
logreg,lime,0.05,2,732,0.8105263157894737,1.0,1
logreg,lime,0.05,2,740,0.6192982456140351,1.0,1
logreg,lime,0.05,2,748,0.9087719298245613,1.0,1
logreg,lime,0.05,2,751,0.6543859649122807,0.6,1
logreg,lime,0.05,2,752,0.9280701754385964,0.8,1
logreg,lime,0.05,2,755,0.7666666666666666,0.8,1
logreg,lime,0.05,2,759,0.7456140350877193,1.0,1
logreg,lime,0.05,2,766,0.9122807017543859,0.8,1
logreg,lime,0.05,2,786,0.8403508771929825,0.8,1
logreg,lime,0.05,2,790,0.9245614035087718,1.0,1
logreg,lime,0.05,2,792,0.7964912280701755,1.0,1
logreg,lime,0.05,2,809,0.8491228070175438,0.6,1
logreg,lime,0.05,2,812,0.9298245614035087,0.8,1
logreg,lime,0.05,2,830,0.8614035087719297,0.8,1
logreg,lime,0.05,2,845,0.8140350877192982,0.8,1
logreg,lime,0.05,2,847,0.9035087719298246,0.8,1
logreg,lime,0.05,2,848,0.7,1.0,1
logreg,lime,0.05,2,850,0.8596491228070176,0.8,0
logreg,lime,0.05,2,860,0.9052631578947368,0.8,1
logreg,lime,0.05,2,864,0.7684210526315789,0.8,1
logreg,lime,0.05,2,869,0.9035087719298246,0.8,1
logreg,lime,0.05,2,872,0.9175438596491228,0.8,1
logreg,lime,0.05,2,874,0.8596491228070176,1.0,1
logreg,lime,0.05,2,875,0.8087719298245614,1.0,1
logreg,lime,0.05,2,878,0.9035087719298246,1.0,1
logreg,lime,0.05,2,880,0.7929824561403509,0.8,1
logreg,lime,0.05,2,886,0.7385964912280703,0.6,0
logreg,lime,0.05,2,889,0.8350877192982457,0.8,1
logreg,lime,0.05,2,896,0.8859649122807017,0.8,1
logreg,lime,0.05,2,900,0.7614035087719299,0.8,0
logreg,lime,0.05,2,904,0.4473684210526316,0.6,1
logreg,lime,0.05,2,908,0.9175438596491228,0.8,1
logreg,lime,0.05,2,927,0.9385964912280702,0.8,1
logreg,lime,0.05,2,934,0.943859649122807,0.8,1
logreg,lime,0.05,2,939,0.9,1.0,1
logreg,lime,0.05,2,943,0.6403508771929824,0.6,1
logreg,lime,0.05,2,945,0.7596491228070175,1.0,1
logreg,lime,0.05,2,954,0.9421052631578948,0.8,1
logreg,lime,0.05,2,959,0.8596491228070176,0.6,1
logreg,lime,0.05,2,961,0.8140350877192982,0.8,1
logreg,lime,0.05,2,967,0.6298245614035087,0.8,1
logreg,lime,0.05,2,976,0.9017543859649122,0.6,0
logreg,lime,0.05,2,990,0.8350877192982457,0.8,1
logreg,lime,0.05,2,993,0.7087719298245614,1.0,1
logreg,lime,0.05,2,996,0.5052631578947369,0.6,1
logreg,lime,0.05,2,1014,0.7157894736842104,0.8,1
logreg,lime,0.05,2,1015,0.4964912280701754,0.6,0
logreg,lime,0.05,2,1019,0.8491228070175438,1.0,1
logreg,lime,0.05,2,1023,0.7894736842105263,0.6,1
logreg,lime,0.05,2,1027,0.8491228070175438,0.8,0
logreg,lime,0.05,2,1028,0.24912280701754386,0.8,1
logreg,lime,0.05,2,1031,0.756140350877193,1.0,1
logreg,lime,0.05,2,1039,0.9456140350877192,1.0,1
logreg,lime,0.05,2,1043,0.819298245614035,0.8,1
logreg,lime,0.05,2,1052,0.756140350877193,0.8,1
logreg,lime,0.05,2,1063,0.9280701754385964,1.0,0
logreg,lime,0.05,2,1065,0.8929824561403509,0.8,1
logreg,lime,0.05,2,1070,0.9263157894736841,0.8,1
logreg,lime,0.05,2,1073,0.7228070175438598,0.8,1
logreg,lime,0.05,2,1077,0.8649122807017543,0.6,1
logreg,lime,0.05,2,1087,0.6491228070175438,0.8,1
logreg,lime,0.05,2,1092,0.5456140350877193,0.6,1
logreg,lime,0.05,2,1100,0.9035087719298246,0.8,1
logreg,lime,0.05,2,1112,0.9456140350877192,0.8,1
logreg,lime,0.05,2,1116,0.7315789473684211,0.8,0
logreg,lime,0.05,2,1119,0.9263157894736841,1.0,1
logreg,lime,0.05,2,1137,0.9385964912280702,0.8,1
logreg,lime,0.05,2,1138,0.32807017543859646,0.8,1
logreg,lime,0.05,2,1151,0.8052631578947368,1.0,0
logreg,lime,0.05,2,1152,0.8421052631578947,0.8,1
logreg,lime,0.05,2,1160,0.8228070175438595,0.8,0
logreg,lime,0.05,2,1167,0.46842105263157896,0.6,1
logreg,lime,0.05,2,1187,0.7210526315789473,1.0,1
logreg,lime,0.05,2,1209,0.7526315789473684,0.8,1
logreg,lime,0.05,2,1214,0.431578947368421,0.6,1
logreg,lime,0.05,2,1227,0.7736842105263159,0.8,0
logreg,lime,0.05,2,1237,0.8842105263157896,1.0,1
logreg,lime,0.05,2,1246,0.6298245614035087,0.8,1
logreg,lime,0.05,2,1256,0.736842105263158,0.8,1
logreg,lime,0.05,2,1259,0.7964912280701755,1.0,1
logreg,lime,0.05,2,1299,0.7070175438596492,0.6,0
logreg,lime,0.05,2,1300,0.6807017543859648,0.6,0
logreg,lime,0.05,2,1309,0.8614035087719297,1.0,0
logreg,lime,0.05,2,1314,0.8719298245614034,0.8,1
logreg,lime,0.05,2,1316,0.9280701754385964,0.8,1
logreg,lime,0.05,2,1322,0.8649122807017543,1.0,1
logreg,lime,0.05,2,1339,0.8912280701754386,0.8,1
logreg,lime,0.05,2,1340,0.7614035087719299,1.0,1
logreg,lime,0.05,2,1343,0.7736842105263159,0.8,0
logreg,lime,0.05,2,1344,0.9035087719298246,0.8,1
logreg,lime,0.05,2,1348,0.5421052631578946,0.6,1
logreg,lime,0.05,2,1351,0.8964912280701753,0.8,1
logreg,lime,0.05,2,1354,0.7315789473684211,0.6,0
logreg,lime,0.05,2,1360,0.8315789473684211,1.0,0
logreg,lime,0.05,2,1368,0.687719298245614,0.8,1
logreg,lime,0.05,2,1379,0.6947368421052632,0.8,1
logreg,lime,0.05,2,1383,0.7280701754385965,1.0,0
logreg,lime,0.05,2,1389,0.756140350877193,0.8,0
logreg,lime,0.05,2,1392,0.8982456140350877,0.8,1
logreg,lime,0.05,2,1395,0.9122807017543859,0.8,1
logreg,lime,0.1,0,9,0.8140350877192982,0.8,0
logreg,lime,0.1,0,31,0.719298245614035,0.8,1
logreg,lime,0.1,0,41,0.8333333333333334,0.8,0
logreg,lime,0.1,0,46,0.9122807017543859,1.0,1
logreg,lime,0.1,0,49,0.856140350877193,0.8,1
logreg,lime,0.1,0,55,0.9614035087719298,0.8,1
logreg,lime,0.1,0,79,0.9070175438596491,1.0,1
logreg,lime,0.1,0,84,0.9368421052631579,1.0,1
logreg,lime,0.1,0,97,0.9070175438596491,0.8,1
logreg,lime,0.1,0,104,0.8105263157894737,1.0,0
logreg,lime,0.1,0,105,0.6438596491228071,1.0,1
logreg,lime,0.1,0,107,0.9403508771929823,1.0,1
logreg,lime,0.1,0,114,0.9140350877192982,1.0,1
logreg,lime,0.1,0,121,0.843859649122807,0.8,1
logreg,lime,0.1,0,122,0.8736842105263157,1.0,1
logreg,lime,0.1,0,123,0.6771929824561403,0.8,1
logreg,lime,0.1,0,125,0.6736842105263158,0.8,1
logreg,lime,0.1,0,146,0.8929824561403509,1.0,1
logreg,lime,0.1,0,151,0.7578947368421053,1.0,1
logreg,lime,0.1,0,156,0.46140350877192987,0.8,1
logreg,lime,0.1,0,165,0.9350877192982456,1.0,1
logreg,lime,0.1,0,166,0.943859649122807,0.8,1
logreg,lime,0.1,0,171,0.9315789473684211,1.0,1
logreg,lime,0.1,0,182,0.4421052631578948,0.6,1
logreg,lime,0.1,0,184,0.7912280701754386,1.0,1
logreg,lime,0.1,0,194,0.7140350877192982,0.6,1
logreg,lime,0.1,0,205,0.7596491228070175,1.0,0
logreg,lime,0.1,0,206,0.7245614035087719,0.8,0
logreg,lime,0.1,0,211,0.8789473684210527,1.0,1
logreg,lime,0.1,0,223,0.8754385964912281,0.8,1
logreg,lime,0.1,0,224,0.7508771929824561,0.8,1
logreg,lime,0.1,0,229,0.9105263157894736,0.8,1
logreg,lime,0.1,0,231,0.8421052631578947,0.8,1
logreg,lime,0.1,0,241,0.8087719298245614,0.8,1
logreg,lime,0.1,0,244,0.856140350877193,1.0,1
logreg,lime,0.1,0,261,0.8017543859649122,0.8,1
logreg,lime,0.1,0,281,0.8543859649122807,0.8,1
logreg,lime,0.1,0,289,0.7543859649122807,0.8,1
logreg,lime,0.1,0,291,0.8333333333333334,0.6,1
logreg,lime,0.1,0,311,0.8403508771929825,0.8,1
logreg,lime,0.1,0,316,0.8403508771929825,0.8,1
logreg,lime,0.1,0,325,0.7350877192982455,0.8,1
logreg,lime,0.1,0,332,0.7912280701754386,1.0,0
logreg,lime,0.1,0,344,0.7684210526315789,0.8,1
logreg,lime,0.1,0,364,0.6385964912280702,0.6,1
logreg,lime,0.1,0,372,0.843859649122807,1.0,1
logreg,lime,0.1,0,375,0.5789473684210525,0.8,0
logreg,lime,0.1,0,381,0.7719298245614035,1.0,1
logreg,lime,0.1,0,398,0.6982456140350877,0.8,1
logreg,lime,0.1,0,403,0.9140350877192982,1.0,1
logreg,lime,0.1,0,407,0.863157894736842,0.8,1
logreg,lime,0.1,0,414,0.6789473684210526,1.0,1
logreg,lime,0.1,0,420,0.9157894736842105,0.8,1
logreg,lime,0.1,0,423,0.8070175438596491,1.0,1
logreg,lime,0.1,0,440,0.887719298245614,0.8,1
logreg,lime,0.1,0,442,0.819298245614035,0.6,1
logreg,lime,0.1,0,454,0.7087719298245614,0.8,1
logreg,lime,0.1,0,457,0.9070175438596491,0.8,0
logreg,lime,0.1,0,459,0.8,0.6,1
logreg,lime,0.1,0,464,0.9298245614035087,0.8,1
logreg,lime,0.1,0,467,0.9631578947368421,1.0,1
logreg,lime,0.1,0,471,0.8912280701754386,0.8,1
logreg,lime,0.1,0,475,0.7070175438596492,0.8,1
logreg,lime,0.1,0,480,0.8315789473684211,0.8,1
logreg,lime,0.1,0,495,0.7052631578947368,0.8,1
logreg,lime,0.1,0,503,0.7929824561403509,0.8,1
logreg,lime,0.1,0,506,0.7052631578947368,0.8,1
logreg,lime,0.1,0,521,0.8596491228070176,0.8,1
logreg,lime,0.1,0,523,0.8087719298245614,0.8,0
logreg,lime,0.1,0,530,0.9157894736842105,0.8,1
logreg,lime,0.1,0,547,0.9508771929824561,1.0,1
logreg,lime,0.1,0,551,0.83859649122807,1.0,1
logreg,lime,0.1,0,556,0.7070175438596492,0.8,0
logreg,lime,0.1,0,558,0.5894736842105263,0.8,1
logreg,lime,0.1,0,559,0.9157894736842105,1.0,0
logreg,lime,0.1,0,562,0.9,0.8,0
logreg,lime,0.1,0,564,0.9087719298245613,1.0,1
logreg,lime,0.1,0,572,0.8087719298245614,0.6,1
logreg,lime,0.1,0,582,0.9210526315789472,1.0,1
logreg,lime,0.1,0,587,0.5280701754385965,0.8,0
logreg,lime,0.1,0,590,0.8228070175438595,0.8,1
logreg,lime,0.1,0,591,0.8403508771929825,0.8,1
logreg,lime,0.1,0,598,0.856140350877193,0.8,1
logreg,lime,0.1,0,605,0.6526315789473683,0.8,0
logreg,lime,0.1,0,609,0.7140350877192982,0.8,1
logreg,lime,0.1,0,613,0.7403508771929824,1.0,1
logreg,lime,0.1,0,619,0.6298245614035087,0.8,1
logreg,lime,0.1,0,620,0.8421052631578947,1.0,1
logreg,lime,0.1,0,626,0.9631578947368421,0.8,1
logreg,lime,0.1,0,627,0.8473684210526315,0.8,1
logreg,lime,0.1,0,637,0.6350877192982456,0.6,1
logreg,lime,0.1,0,640,0.6614035087719298,0.8,1
logreg,lime,0.1,0,667,0.8421052631578947,0.8,1
logreg,lime,0.1,0,673,0.8526315789473684,0.8,1
logreg,lime,0.1,0,687,0.8315789473684211,0.8,1
logreg,lime,0.1,0,688,0.9,0.6,1
logreg,lime,0.1,0,689,0.8614035087719297,0.8,1
logreg,lime,0.1,0,690,0.5649122807017544,0.8,1
logreg,lime,0.1,0,693,0.8245614035087718,0.8,1
logreg,lime,0.1,0,724,0.8526315789473684,0.8,1
logreg,lime,0.1,0,732,0.7543859649122807,0.8,1
logreg,lime,0.1,0,740,0.7947368421052632,1.0,0
logreg,lime,0.1,0,748,0.882456140350877,0.8,1
logreg,lime,0.1,0,751,0.6701754385964912,0.8,1
logreg,lime,0.1,0,752,0.5701754385964912,0.6,0
logreg,lime,0.1,0,755,0.7859649122807018,1.0,1
logreg,lime,0.1,0,759,0.7912280701754386,0.8,1
logreg,lime,0.1,0,766,0.9245614035087718,0.8,1
logreg,lime,0.1,0,786,0.6684210526315789,1.0,1
logreg,lime,0.1,0,790,0.7701754385964912,1.0,1
logreg,lime,0.1,0,792,0.6701754385964912,1.0,1
logreg,lime,0.1,0,809,0.8578947368421052,0.6,1
logreg,lime,0.1,0,812,0.9403508771929823,0.8,1
logreg,lime,0.1,0,830,0.819298245614035,0.8,1
logreg,lime,0.1,0,845,0.6087719298245614,0.8,1
logreg,lime,0.1,0,847,0.9192982456140351,0.8,1
logreg,lime,0.1,0,848,0.7105263157894737,0.8,1
logreg,lime,0.1,0,850,0.712280701754386,0.8,0
logreg,lime,0.1,0,860,0.9403508771929823,0.8,1
logreg,lime,0.1,0,864,0.431578947368421,0.8,1
logreg,lime,0.1,0,869,0.943859649122807,0.8,1
logreg,lime,0.1,0,872,0.8684210526315789,0.8,1
logreg,lime,0.1,0,874,0.8508771929824561,1.0,1
logreg,lime,0.1,0,875,0.8017543859649122,0.8,1
logreg,lime,0.1,0,878,0.8859649122807017,1.0,1
logreg,lime,0.1,0,880,0.6631578947368422,0.8,1
logreg,lime,0.1,0,886,0.6368421052631579,0.8,1
logreg,lime,0.1,0,889,0.8736842105263157,0.8,1
logreg,lime,0.1,0,896,0.8982456140350877,0.8,1
logreg,lime,0.1,0,900,0.7842105263157895,0.8,0
logreg,lime,0.1,0,904,0.5824561403508772,0.6,1
logreg,lime,0.1,0,908,0.9421052631578948,0.8,1
logreg,lime,0.1,0,927,0.8701754385964912,0.8,1
logreg,lime,0.1,0,934,0.9210526315789472,1.0,1
logreg,lime,0.1,0,939,0.8140350877192982,1.0,0
logreg,lime,0.1,0,943,0.736842105263158,0.8,1
logreg,lime,0.1,0,945,0.7964912280701755,1.0,1
logreg,lime,0.1,0,954,0.8894736842105263,0.8,1
logreg,lime,0.1,0,959,0.8403508771929825,0.6,1
logreg,lime,0.1,0,961,0.9333333333333333,0.8,1
logreg,lime,0.1,0,967,0.7245614035087719,0.6,1
logreg,lime,0.1,0,976,0.9035087719298246,0.8,0
logreg,lime,0.1,0,990,0.7543859649122807,0.8,1
logreg,lime,0.1,0,993,0.882456140350877,0.8,1
logreg,lime,0.1,0,996,0.7228070175438598,0.6,1
logreg,lime,0.1,0,1014,0.6649122807017543,0.8,1
logreg,lime,0.1,0,1015,0.7491228070175439,0.6,1
logreg,lime,0.1,0,1019,0.7894736842105263,1.0,1
logreg,lime,0.1,0,1023,0.7263157894736841,0.6,1
logreg,lime,0.1,0,1027,0.8070175438596491,1.0,0
logreg,lime,0.1,0,1028,0.6105263157894737,0.8,1
logreg,lime,0.1,0,1031,0.8421052631578947,1.0,1
logreg,lime,0.1,0,1039,0.9105263157894736,0.8,1
logreg,lime,0.1,0,1043,0.8421052631578947,0.8,1
logreg,lime,0.1,0,1052,0.8614035087719297,1.0,1
logreg,lime,0.1,0,1063,0.8087719298245614,1.0,0
logreg,lime,0.1,0,1065,0.7719298245614035,1.0,1
logreg,lime,0.1,0,1070,0.83859649122807,1.0,1
logreg,lime,0.1,0,1073,0.9210526315789472,0.8,0
logreg,lime,0.1,0,1077,0.8859649122807017,0.6,0
logreg,lime,0.1,0,1087,0.7456140350877193,0.8,1
logreg,lime,0.1,0,1092,0.6333333333333333,0.8,1
logreg,lime,0.1,0,1100,0.9105263157894736,1.0,1
logreg,lime,0.1,0,1112,0.9017543859649122,0.8,1
logreg,lime,0.1,0,1116,0.7473684210526316,0.8,0
logreg,lime,0.1,0,1119,0.9421052631578948,1.0,1
logreg,lime,0.1,0,1137,0.9368421052631579,0.8,1
logreg,lime,0.1,0,1138,0.5982456140350877,0.6,1
logreg,lime,0.1,0,1151,0.7859649122807018,0.6,1
logreg,lime,0.1,0,1152,0.6175438596491227,0.8,1
logreg,lime,0.1,0,1160,0.8122807017543859,0.8,0
logreg,lime,0.1,0,1167,0.7210526315789473,0.6,1
logreg,lime,0.1,0,1187,0.7649122807017543,0.8,1
logreg,lime,0.1,0,1209,0.8017543859649122,0.8,1
logreg,lime,0.1,0,1214,0.4473684210526316,0.6,1
logreg,lime,0.1,0,1227,0.6105263157894737,0.6,1
logreg,lime,0.1,0,1237,0.8596491228070176,1.0,1
logreg,lime,0.1,0,1246,0.543859649122807,0.8,0
logreg,lime,0.1,0,1256,0.49473684210526314,0.8,1
logreg,lime,0.1,0,1259,0.5982456140350877,0.8,1
logreg,lime,0.1,0,1299,0.6421052631578947,0.8,0
logreg,lime,0.1,0,1300,0.863157894736842,0.8,1
logreg,lime,0.1,0,1309,0.9210526315789472,0.8,1
logreg,lime,0.1,0,1314,0.7298245614035088,0.8,1
logreg,lime,0.1,0,1316,0.819298245614035,0.8,1
logreg,lime,0.1,0,1322,0.9017543859649122,0.8,1
logreg,lime,0.1,0,1339,0.9140350877192982,0.8,1
logreg,lime,0.1,0,1340,0.8333333333333334,0.8,1
logreg,lime,0.1,0,1343,0.8789473684210527,0.8,0
logreg,lime,0.1,0,1344,0.856140350877193,1.0,1
logreg,lime,0.1,0,1348,0.49473684210526314,0.8,1
logreg,lime,0.1,0,1351,0.9385964912280702,0.8,1
logreg,lime,0.1,0,1354,0.8684210526315789,0.8,0
logreg,lime,0.1,0,1360,0.9140350877192982,1.0,0
logreg,lime,0.1,0,1368,0.8175438596491227,0.8,1
logreg,lime,0.1,0,1379,0.5947368421052631,0.8,1
logreg,lime,0.1,0,1383,0.6052631578947367,0.8,1
logreg,lime,0.1,0,1389,0.8719298245614034,0.8,1
logreg,lime,0.1,0,1392,0.8543859649122807,1.0,1
logreg,lime,0.1,0,1395,0.9017543859649122,1.0,1
logreg,lime,0.1,1,9,0.8508771929824561,0.6,0
logreg,lime,0.1,1,31,0.7982456140350876,0.8,1
logreg,lime,0.1,1,41,0.8666666666666666,1.0,1
logreg,lime,0.1,1,46,0.8701754385964912,0.8,1
logreg,lime,0.1,1,49,0.743859649122807,1.0,1
logreg,lime,0.1,1,55,0.9491228070175438,0.8,1
logreg,lime,0.1,1,79,0.8789473684210527,1.0,1
logreg,lime,0.1,1,84,0.8807017543859648,1.0,0
logreg,lime,0.1,1,97,0.8754385964912281,0.8,1
logreg,lime,0.1,1,104,0.7578947368421053,1.0,1
logreg,lime,0.1,1,105,0.8403508771929825,1.0,1
logreg,lime,0.1,1,107,0.9421052631578948,0.8,1
logreg,lime,0.1,1,114,0.83859649122807,1.0,1
logreg,lime,0.1,1,121,0.9052631578947368,0.8,1
logreg,lime,0.1,1,122,0.9631578947368421,1.0,1
logreg,lime,0.1,1,123,0.7298245614035088,0.8,1
logreg,lime,0.1,1,125,0.7491228070175439,0.6,1
logreg,lime,0.1,1,146,0.8298245614035088,0.8,1
logreg,lime,0.1,1,151,0.8210526315789475,0.8,1
logreg,lime,0.1,1,156,0.4140350877192982,0.6,1
logreg,lime,0.1,1,165,0.9140350877192982,0.8,1
logreg,lime,0.1,1,166,0.8947368421052632,1.0,1
logreg,lime,0.1,1,171,0.8508771929824561,0.8,1
logreg,lime,0.1,1,182,0.3192982456140351,0.6,1
logreg,lime,0.1,1,184,0.8105263157894737,0.8,1
logreg,lime,0.1,1,194,0.8929824561403509,0.8,1
logreg,lime,0.1,1,205,0.45964912280701753,0.8,1
logreg,lime,0.1,1,206,0.7228070175438598,0.8,1
logreg,lime,0.1,1,211,0.9017543859649122,1.0,0
logreg,lime,0.1,1,223,0.9035087719298246,0.8,1
logreg,lime,0.1,1,224,0.7280701754385965,0.8,1
logreg,lime,0.1,1,229,0.9157894736842105,0.8,1
logreg,lime,0.1,1,231,0.6403508771929824,0.6,1
logreg,lime,0.1,1,241,0.763157894736842,0.8,1
logreg,lime,0.1,1,244,0.9175438596491228,0.8,1
logreg,lime,0.1,1,261,0.7894736842105263,0.8,1
logreg,lime,0.1,1,281,0.8035087719298245,0.8,1
logreg,lime,0.1,1,289,0.8421052631578947,0.8,1
logreg,lime,0.1,1,291,0.8578947368421052,0.4,1
logreg,lime,0.1,1,311,0.9263157894736841,0.8,1
logreg,lime,0.1,1,316,0.8122807017543859,0.8,1
logreg,lime,0.1,1,325,0.6228070175438596,1.0,1
