modell,eset,spearman,top5_atfedes,top1_egyezes
xgboost,120,0.44912280701754387,0.6,1
xgboost,124,0.6736842105263158,0.8,1
xgboost,132,0.5929824561403508,0.6,1
xgboost,282,0.32105263157894737,0.6,1
xgboost,606,0.5491228070175439,0.6,1
xgboost,613,0.6140350877192983,1.0,1
xgboost,915,0.7333333333333334,0.6,1
xgboost,978,0.7385964912280703,0.8,0
xgboost,1081,0.5824561403508772,0.6,1
xgboost,1202,0.7947368421052632,0.8,0
